Year,OBS_STATUS,UNIT_MULT,NATURE,FREQ,REPORTING_TYPE,SERIES,REF_AREA,COMPOSITE_BREAKDOWN,UNIT_MEASURE,Value
2007,A,0,C,A,N,SH_DTH_NCOM,KG,NCD_CARDIO,PER_100000_POP,349.7
2008,A,0,C,A,N,SH_DTH_NCOM,KG,NCD_CARDIO,PER_100000_POP,346.3
2009,A,0,C,A,N,SH_DTH_NCOM,KG,NCD_CARDIO,PER_100000_POP,326.5
2010,A,0,C,A,N,SH_DTH_NCOM,KG,NCD_CARDIO,PER_100000_POP,323.9
2011,A,0,C,A,N,SH_DTH_NCOM,KG,NCD_CARDIO,PER_100000_POP,326.3
2012,A,0,C,A,N,SH_DTH_NCOM,KG,NCD_CARDIO,PER_100000_POP,331.2
2013,A,0,C,A,N,SH_DTH_NCOM,KG,NCD_CARDIO,PER_100000_POP,308.2
2014,A,0,C,A,N,SH_DTH_NCOM,KG,NCD_CARDIO,PER_100000_POP,307.0
2015,A,0,C,A,N,SH_DTH_NCOM,KG,NCD_CARDIO,PER_100000_POP,297.0
2016,A,0,C,A,N,SH_DTH_NCOM,KG,NCD_CARDIO,PER_100000_POP,279.7
2017,A,0,C,A,N,SH_DTH_NCOM,KG,NCD_CARDIO,PER_100000_POP,276.0
2018,A,0,C,A,N,SH_DTH_NCOM,KG,NCD_CARDIO,PER_100000_POP,265.7
2019,A,0,C,A,N,SH_DTH_NCOM,KG,NCD_CARDIO,PER_100000_POP,266.2
2007,A,0,C,A,N,SH_DTH_NCOM,KG05,NCD_CARDIO,PER_100000_POP,289.2
2008,A,0,C,A,N,SH_DTH_NCOM,KG05,NCD_CARDIO,PER_100000_POP,295.3
2009,A,0,C,A,N,SH_DTH_NCOM,KG05,NCD_CARDIO,PER_100000_POP,301.8
2010,A,0,C,A,N,SH_DTH_NCOM,KG05,NCD_CARDIO,PER_100000_POP,285.1
2011,A,0,C,A,N,SH_DTH_NCOM,KG05,NCD_CARDIO,PER_100000_POP,305.7
2012,A,0,C,A,N,SH_DTH_NCOM,KG05,NCD_CARDIO,PER_100000_POP,338.2
2013,A,0,C,A,N,SH_DTH_NCOM,KG05,NCD_CARDIO,PER_100000_POP,289.5
2014,A,0,C,A,N,SH_DTH_NCOM,KG05,NCD_CARDIO,PER_100000_POP,283.0
2015,A,0,C,A,N,SH_DTH_NCOM,KG05,NCD_CARDIO,PER_100000_POP,284.8
2016,A,0,C,A,N,SH_DTH_NCOM,KG05,NCD_CARDIO,PER_100000_POP,292.3
2017,A,0,C,A,N,SH_DTH_NCOM,KG05,NCD_CARDIO,PER_100000_POP,284.3
2018,A,0,C,A,N,SH_DTH_NCOM,KG05,NCD_CARDIO,PER_100000_POP,257.2
2019,A,0,C,A,N,SH_DTH_NCOM,KG05,NCD_CARDIO,PER_100000_POP,251.7
2007,A,0,C,A,N,SH_DTH_NCOM,KG03,NCD_CARDIO,PER_100000_POP,284.4
2008,A,0,C,A,N,SH_DTH_NCOM,KG03,NCD_CARDIO,PER_100000_POP,298.4
2009,A,0,C,A,N,SH_DTH_NCOM,KG03,NCD_CARDIO,PER_100000_POP,278.5
2010,A,0,C,A,N,SH_DTH_NCOM,KG03,NCD_CARDIO,PER_100000_POP,266.2
2011,A,0,C,A,N,SH_DTH_NCOM,KG03,NCD_CARDIO,PER_100000_POP,289.8
2012,A,0,C,A,N,SH_DTH_NCOM,KG03,NCD_CARDIO,PER_100000_POP,286.2
2013,A,0,C,A,N,SH_DTH_NCOM,KG03,NCD_CARDIO,PER_100000_POP,264.6
2014,A,0,C,A,N,SH_DTH_NCOM,KG03,NCD_CARDIO,PER_100000_POP,264.6
2015,A,0,C,A,N,SH_DTH_NCOM,KG03,NCD_CARDIO,PER_100000_POP,268.3
2016,A,0,C,A,N,SH_DTH_NCOM,KG03,NCD_CARDIO,PER_100000_POP,249.0
2017,A,0,C,A,N,SH_DTH_NCOM,KG03,NCD_CARDIO,PER_100000_POP,244.0
2018,A,0,C,A,N,SH_DTH_NCOM,KG03,NCD_CARDIO,PER_100000_POP,237.8
2019,A,0,C,A,N,SH_DTH_NCOM,KG03,NCD_CARDIO,PER_100000_POP,243.1
2007,A,0,C,A,N,SH_DTH_NCOM,KG02,NCD_CARDIO,PER_100000_POP,425.5
2008,A,0,C,A,N,SH_DTH_NCOM,KG02,NCD_CARDIO,PER_100000_POP,400.8
2009,A,0,C,A,N,SH_DTH_NCOM,KG02,NCD_CARDIO,PER_100000_POP,378.8
2010,A,0,C,A,N,SH_DTH_NCOM,KG02,NCD_CARDIO,PER_100000_POP,391.1
2011,A,0,C,A,N,SH_DTH_NCOM,KG02,NCD_CARDIO,PER_100000_POP,360.5
2012,A,0,C,A,N,SH_DTH_NCOM,KG02,NCD_CARDIO,PER_100000_POP,394.9
2013,A,0,C,A,N,SH_DTH_NCOM,KG02,NCD_CARDIO,PER_100000_POP,385.8
2014,A,0,C,A,N,SH_DTH_NCOM,KG02,NCD_CARDIO,PER_100000_POP,363.0
2015,A,0,C,A,N,SH_DTH_NCOM,KG02,NCD_CARDIO,PER_100000_POP,361.0
2016,A,0,C,A,N,SH_DTH_NCOM,KG02,NCD_CARDIO,PER_100000_POP,328.7
2017,A,0,C,A,N,SH_DTH_NCOM,KG02,NCD_CARDIO,PER_100000_POP,325.9
2018,A,0,C,A,N,SH_DTH_NCOM,KG02,NCD_CARDIO,PER_100000_POP,302.0
2019,A,0,C,A,N,SH_DTH_NCOM,KG02,NCD_CARDIO,PER_100000_POP,302.9
2007,A,0,C,A,N,SH_DTH_NCOM,KG04,NCD_CARDIO,PER_100000_POP,338.0
2008,A,0,C,A,N,SH_DTH_NCOM,KG04,NCD_CARDIO,PER_100000_POP,314.3
2009,A,0,C,A,N,SH_DTH_NCOM,KG04,NCD_CARDIO,PER_100000_POP,289.6
2010,A,0,C,A,N,SH_DTH_NCOM,KG04,NCD_CARDIO,PER_100000_POP,301.1
2011,A,0,C,A,N,SH_DTH_NCOM,KG04,NCD_CARDIO,PER_100000_POP,326.3
2012,A,0,C,A,N,SH_DTH_NCOM,KG04,NCD_CARDIO,PER_100000_POP,318.2
2013,A,0,C,A,N,SH_DTH_NCOM,KG04,NCD_CARDIO,PER_100000_POP,327.4
2014,A,0,C,A,N,SH_DTH_NCOM,KG04,NCD_CARDIO,PER_100000_POP,317.6
2015,A,0,C,A,N,SH_DTH_NCOM,KG04,NCD_CARDIO,PER_100000_POP,310.0
2016,A,0,C,A,N,SH_DTH_NCOM,KG04,NCD_CARDIO,PER_100000_POP,312.8
2017,A,0,C,A,N,SH_DTH_NCOM,KG04,NCD_CARDIO,PER_100000_POP,302.7
2018,A,0,C,A,N,SH_DTH_NCOM,KG04,NCD_CARDIO,PER_100000_POP,308.0
2019,A,0,C,A,N,SH_DTH_NCOM,KG04,NCD_CARDIO,PER_100000_POP,317.0
2007,A,0,C,A,N,SH_DTH_NCOM,KG06,NCD_CARDIO,PER_100000_POP,256.5
2008,A,0,C,A,N,SH_DTH_NCOM,KG06,NCD_CARDIO,PER_100000_POP,263.2
2009,A,0,C,A,N,SH_DTH_NCOM,KG06,NCD_CARDIO,PER_100000_POP,278.7
2010,A,0,C,A,N,SH_DTH_NCOM,KG06,NCD_CARDIO,PER_100000_POP,285.1
2011,A,0,C,A,N,SH_DTH_NCOM,KG06,NCD_CARDIO,PER_100000_POP,275.2
2012,A,0,C,A,N,SH_DTH_NCOM,KG06,NCD_CARDIO,PER_100000_POP,281.6
2013,A,0,C,A,N,SH_DTH_NCOM,KG06,NCD_CARDIO,PER_100000_POP,264.4
2014,A,0,C,A,N,SH_DTH_NCOM,KG06,NCD_CARDIO,PER_100000_POP,273.0
2015,A,0,C,A,N,SH_DTH_NCOM,KG06,NCD_CARDIO,PER_100000_POP,265.7
2016,A,0,C,A,N,SH_DTH_NCOM,KG06,NCD_CARDIO,PER_100000_POP,239.0
2017,A,0,C,A,N,SH_DTH_NCOM,KG06,NCD_CARDIO,PER_100000_POP,240.8
2018,A,0,C,A,N,SH_DTH_NCOM,KG06,NCD_CARDIO,PER_100000_POP,229.3
2019,A,0,C,A,N,SH_DTH_NCOM,KG06,NCD_CARDIO,PER_100000_POP,230.8
2007,A,0,C,A,N,SH_DTH_NCOM,KG07,NCD_CARDIO,PER_100000_POP,361.0
2008,A,0,C,A,N,SH_DTH_NCOM,KG07,NCD_CARDIO,PER_100000_POP,353.3
2009,A,0,C,A,N,SH_DTH_NCOM,KG07,NCD_CARDIO,PER_100000_POP,363.8
2010,A,0,C,A,N,SH_DTH_NCOM,KG07,NCD_CARDIO,PER_100000_POP,333.8
2011,A,0,C,A,N,SH_DTH_NCOM,KG07,NCD_CARDIO,PER_100000_POP,345.0
2012,A,0,C,A,N,SH_DTH_NCOM,KG07,NCD_CARDIO,PER_100000_POP,342.5
2013,A,0,C,A,N,SH_DTH_NCOM,KG07,NCD_CARDIO,PER_100000_POP,309.8
2014,A,0,C,A,N,SH_DTH_NCOM,KG07,NCD_CARDIO,PER_100000_POP,332.7
2015,A,0,C,A,N,SH_DTH_NCOM,KG07,NCD_CARDIO,PER_100000_POP,322.5
2016,A,0,C,A,N,SH_DTH_NCOM,KG07,NCD_CARDIO,PER_100000_POP,288.7
2017,A,0,C,A,N,SH_DTH_NCOM,KG07,NCD_CARDIO,PER_100000_POP,301.9
2018,A,0,C,A,N,SH_DTH_NCOM,KG07,NCD_CARDIO,PER_100000_POP,261.5
2019,A,0,C,A,N,SH_DTH_NCOM,KG07,NCD_CARDIO,PER_100000_POP,299.9
2007,A,0,C,A,N,SH_DTH_NCOM,KG08,NCD_CARDIO,PER_100000_POP,562.2
2008,A,0,C,A,N,SH_DTH_NCOM,KG08,NCD_CARDIO,PER_100000_POP,553.3
